match_id,avg_ohl_interest_7d
6i180b3iyx583di6at041k4r8,5.7557142857142845
6lop4d01krcoktw7peu0xrlec,2.6142857142857143
6p4xcllb1x7vx1xljrk14gbh0,6.977142857142856
6rulhyb9xa5yczi1jntilsr9w,7.675714285714287
6vul2r4nef60spfw1s0m9nwno,11.687142857142856
6y80kic6abtlkzmkr4oiejkt0,2.2671428571428573
70wtfxx5kccxl5sxj1bvcd8us,7.761428571428572
741sm8f1osrj6qvq54ql5sv84,13.87142857142857
77idfj6cmoadi2223efythatw,5.492857142857142
7a76a8362jg3typalwyouhfdg,2.6157142857142857
7dq0nagdoadvgfk4qfxw3lvkk,5.231428571428572
7f8hyu2mxs711863i8ui9atqs,10.377142857142855
7icq1hu6zx1cpixqxzm5ktb84,4.185714285714285
7mk17ds9sv6rqbsd6o75ppuz8,6.104285714285715
7qex3cmy0pi6r9v2luba43qqc,8.287142857142856
7r6v5k8usx2d5lojp7024ikus,4.97
7wei2vfmf9wa2ikr3hmt50ljo,12.819999999999997
7ypezm6dgrnx4seixgf565f6c,7.499999999999998
82ku9pdoluteqx9sa2bqzmcyc,4.707142857142857
84iv05xyhc3am31y0fo7hhces,6.018571428571428
89eut1cf33jziticurrctu2ok,2.4414285714285713
7u79waryljwbgwi0mk9gugzkk,2.0914285714285716
7w95lgqov6wnfqm2cbcywk6j8,2.791428571428572
7xkc6usxncqrp5vbb59u7zlec,2.5785714285714287
7ygyxo6o1uoe8uzbk4nsgeiok,5.671428571428572
7zt8gyxi7eoab8avc8bpm5y50,6.701428571428571
814atdxgv4huojqsu3t0d9vro,8.802857142857142
82ukg77wot5ten1zki8rhuln8,6.58142857142857
84nc9rtln8g0ixfdcs5r0xxxw,2.972857142857143
852y9z78ifhike3zkg6dfyluc,4.5200000000000005
86dn3ijocusxpzra33m12qc5w,4.5200000000000005
csbw4frxjcvgpv95iekqvb21g,2.6814285714285715
ctopnopmg8mzxf3q6rje346qc,8.16
cxtfvvs8g6im8v2btf5nupfro,8.718571428571428
d0y4sncaf09mzv9ms24ck6olw,8.158571428571427
d5vpyuaaynfcg6vv6ixlmfcb8,4.134285714285714
d7riiuoqud1d84e7gu4givjf8,10.394285714285713
dawbvc4ebh1knr7qctivmrod0,3.3057142857142856
de191c5ia8dqmkvpzprawob2s,9.127142857142857
dh7ze0l15ri59fuhmnrs8pst0,9.524285714285714
dly0jj6xr9hi9nxzv17quzwno,4.1
dob21hsimmlz7agqzo8irt5w4,8.728571428571428
drdzv152kp1zoqqdbl98trj10,19.048571428571428
duivyh7ccvqb0o2ykwgvaq5uc,6.085714285714286
dwvrsfezoy7lsopii72xnd1xw,13.891428571428571
e1650lh8xyaev5kzm5v3m2kgk,6.082857142857144
e2ydwakqnrmekfzdr48j9n3f8,10.450000000000001
e6vo7nt78kq3sax8h8o1ke4gk,22.222857142857134
e9vop6xkarhbdtysjlqtm4w7o,10.315714285714288
ecz9iyxyc5ira9n59m8cp3bis,10.23
egwl2zpb2lsojatd5oln6xn9w,7.695714285714284
ejqw6juegshs0txtuuxahtno4,2.157142857142857
enw1n6mhkzvb6uptwhzs4gowk,9.384285714285713
eqncupz92qy89z9bxks1e0t90,3.6750000000000003
esy974nh0dqx61hrn6g35y044,8.714285714285714
ewgb5fczpfa71pfzihlip6yok,14.857142857142858
exzov7o3p9v5vqr86qipfm1w4,8.285714285714286
f19ucr3rev3uy5uvxjxznqsk4,17.428571428571427
rf7k8o1xjf0xw5zrgpbtmhg,17.714285714285715
